orden,fecha,matcode,cantidad,grado_llenado,target,reactor,acido_ascorbico,agua_desionizada,amoniaco_25,aq_save,arianor_cherry_red_vibracolor_ruby_red,astrophos_hc2,azul_ultramar_b_6554,chematek_code_00302_jacorol_ahp,cire_de_lanol_sinnowax_ao,colorante_2a3hp,genencare_osms_ba_betafin_bp,h.c._yellow_2,h.c._yellow_4,jarocol_mbb,lowacryl_orange_31,merquat_280_safiquat_22,monoetanolamina_99__purete,nafol_16_18_lanette_o,perfume_bamboo_lotus_flower_2048692,perfume_xanadu,propilenglicol,rodol_24dape_chematek_00326,rodol_2_mr_chematek_code_00102,rodol_6amc_chematek_00269,rodol_6cp_chematek_00235,rodol_9r,rodol_blfx_bondecolor_blfx,rodol_eg_jarocol_map,rodol_ern_colorex_1_nap,rodol_gray_hed__jarocol_bhp,rodol_p_base_ot,rodol_paoc_chematek_00216,rodol_paox_colorex_paox,rodol_pmp_jarocol_pmp,rodol_rs_jarocol_rl,rodol_xdat,sodio_sulfito_anhidro,structure_zea_starch,transcutol_cg,utmf_ceramide_iii_silicon_free
1036265,2023-03-16 17:36:00.637,625225,232.0,46.4,1,pequeño,4.0,586.638,71.862,1,0.0,30,0.0,6.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8,10.0,30,15,0.0
1036266,2023-03-17 17:04:00.463,628445,452.4,45.24,0,mediano,4.0,605.358,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.68,0.7,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0,6.0,30,15,0.0
1036267,2023-03-20 10:55:00.960,627175,1583.4,52.78,1,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1036268,2023-03-21 11:26:00.610,626405,232.0,46.4,1,pequeño,4.0,594.138,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,6.2,3.6,1.7,1.0,0.0,0,10.0,30,15,0.0
1036269,2023-03-20 17:40:01.023,626665,348.0,69.6,1,pequeño,4.0,488.638,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,10.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0,10.0,30,50,0.0
1036270,2023-03-20 10:23:00.157,627645,348.0,69.6,0,pequeño,4.0,625.758,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.88,0,5.0,30,15,0.0
1036271,2023-03-22 14:32:00.213,625135,232.0,46.4,0,pequeño,4.0,598.322,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.096,0.0,0.0,0.0,0.0,7.0,0.2,0.12,0.7,0.5,0.0,0.0,0.0,8.2,0,5.0,30,15,0.0
1036272,2023-03-21 17:56:00.483,628345,232.0,46.4,0,pequeño,4.0,620.638,71.862,1,0.0,30,0.0,0.0,140,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,6.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1036273,2023-03-21 14:32:00.747,629215,452.4,45.24,0,mediano,4.0,613.322,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.73,0.0,0.0,0.0,1.59,0.27,0.0,1.0,0.0,0.08,0.0,0.0,1.25,0,0.0,30,30,0.0
1036274,2023-03-22 19:44:00.487,629325,232.0,46.4,0,pequeño,3.0,628.817,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.25,0.0,0.0,0.0,0.9,0.375,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1036292,2023-03-22 17:14:00.530,629305,232.0,46.4,0,pequeño,4.0,647.162,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.18,0,0.0,30,15,0.0
1036369,2023-03-23 08:42:00.497,628605,348.0,69.6,0,pequeño,4.0,613.538,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.16,4.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,2.4,0,7.5,30,15,0.0
1036372,2023-03-22 12:04:00.700,628135,452.4,90.48,0,pequeño,4.0,617.438,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.22,1.4,0.54,0.0,0.0,0.0,3.4,0,5.5,30,15,0.0
1036382,2023-04-12 15:44:00.270,629935,232.0,46.4,0,pequeño,10.0,549.052,100.448,1,0.0,0,0.0,0.0,140,0,40,0.0,0.1,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1036385,2023-04-12 10:03:00.103,628825,452.4,45.24,1,mediano,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
1036490,2023-04-13 09:42:00.557,626005,1357.2,45.24,1,grande,4.0,570.938,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.4,10.0,0.0,0.0,0.0,15.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10.0,30,15,0.0
1036491,2023-04-13 14:52:00.450,628085,904.8,90.48,0,mediano,4.0,579.478,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.25,4.7,0.0,0.0,0.0,5.6,0.31,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0,7.0,30,15,0.0
1036492,2023-04-13 10:41:00.517,629805,678.6,67.86,0,mediano,1.0,653.712,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0,0.0,30,15,0.0
1036493,2023-04-14 09:26:00.160,627005,1357.2,45.24,1,grande,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
1036563,2023-04-17 10:49:00.290,626085,904.8,90.48,0,mediano,4.0,528.838,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.5,5.0,0.0,0.0,0.0,17.4,0.7,0.0,2.35,0.5,0.0,0.0,0.0,4.85,0,10.0,30,15,0.0
1036564,2023-04-14 13:16:00.770,627085,904.8,90.48,1,mediano,4.0,536.588,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.3,8.0,0.0,0.0,0.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,10.0,30,15,0.0
1036565,2023-04-17 17:51:00.690,624005,904.8,90.48,0,mediano,4.0,490.735,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.4,0.0,0.0,0.0,0.0,19.0,0.4,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0,7.5,30,50,0.0
1036566,2023-04-17 13:28:00.353,628065,348.0,69.6,0,pequeño,2.0,613.188,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,3.8,0.0,0.0,0.0,4.2,0.25,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0,8.0,30,15,0.0
1036567,2023-04-17 10:19:00.973,629065,232.0,46.4,0,pequeño,1.5,615.642,82.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1036568,2023-04-18 14:42:00.643,625065,348.0,69.6,0,pequeño,4.0,483.938,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.7,12.5,0.0,0.0,0.0,18.5,4.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0,10.0,30,50,0.0
1036569,2023-04-17 17:17:00.197,627065,348.0,69.6,1,pequeño,4.0,583.388,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.3,5.9,0.0,0.0,0.0,7.0,1.35,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0,9.0,30,15,0.0
1036570,2023-04-18 10:41:00.467,626065,452.4,90.48,1,pequeño,4.0,555.238,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,8.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0,10.0,30,15,0.0
1036571,2023-04-18 16:58:00.130,620075,452.4,45.24,0,mediano,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1036572,2023-04-18 18:09:00.910,620405,232.0,46.4,0,pequeño,4.0,576.138,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,35,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1036573,2023-04-19 14:02:00.637,627505,232.0,46.4,0,pequeño,4.0,576.638,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,2.0,0.5,0.0,0,10.0,20,15,0.0
1036574,2023-04-19 09:25:00.513,620505,452.4,45.24,0,mediano,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1036575,2023-04-19 11:19:01.023,620905,452.4,90.48,0,pequeño,0.0,681.438,71.862,1,1.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,1.7,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1036576,2023-04-20 11:09:00.393,625605,232.0,46.4,0,pequeño,4.0,556.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.5,0.0,0.0,0.0,7.2,4.1,0.0,1.0,8.0,1.4,0.0,2.0,4.8,0,7.5,30,30,0.0
1036577,2023-04-19 17:27:00.580,629605,232.0,46.4,0,pequeño,2.0,639.342,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,2.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,1.0,30,15,0.0
1036578,2023-04-20 14:53:00.520,629875,1357.2,45.24,0,grande,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
1036579,2023-04-19 20:12:00.230,626605,452.4,90.48,1,pequeño,4.0,567.698,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,5.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,4.44,0,7.5,20,15,0.0
1036580,2023-04-21 15:29:00.160,626175,1357.2,45.24,1,grande,4.0,565.098,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.24,0.0,9.0,1.35,0.0,0.0,0.0,9.45,0,10.0,30,15,0.0
1036581,2023-04-20 18:22:01.033,625175,452.4,90.48,1,pequeño,4.0,530.398,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.61,0.0,13.5,1.76,0.0,0.0,0.0,5.67,0,10.0,30,15,0.0
1036582,2023-04-25 14:00:00.503,626135,232.0,46.4,0,pequeño,4.0,601.078,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.12,0.28,2.4,0.36,0.0,0.0,0.0,4.4,0,7.5,30,15,0.0
1036584,2023-04-21 09:46:00.580,626125,452.4,90.48,1,pequeño,4.0,567.496,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,2.46,0.0,0.0,0.0,5.37,0.902,0.0,7.04,0.0,0.15,0.0,0.0,4.22,0,7.5,30,30,0.0
1036647,2023-04-24 10:25:01.030,628135,452.4,90.48,1,pequeño,4.0,617.438,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.22,1.4,0.54,0.0,0.0,0.0,3.4,0,5.5,30,15,0.0
1036648,2023-04-24 14:40:00.773,627135,452.4,90.48,0,pequeño,4.0,626.458,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.08,0.24,2.2,0.36,0.0,0.0,0.0,3.4,0,5.0,30,15,0.0
1036649,2023-04-25 15:12:00.997,627615,452.4,45.24,0,mediano,4.0,505.238,71.362,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,7.3,0.0,0.0,0.0,12.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
1036650,2023-04-26 13:46:00.220,623225,232.0,46.4,1,pequeño,4.0,589.995,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.14,0.0,10.0,0.4,6.4,0.0,0.0,2.6,0,7.5,30,15,0.0
1036651,2023-04-25 21:01:00.663,626615,452.4,45.24,0,mediano,4.0,495.538,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,10.0,0.0,0.0,0.0,17.0,1.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
1036652,2023-04-25 17:21:00.943,627435,232.0,46.4,0,pequeño,4.0,613.638,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.5,0.0,0.0,10.0,0,6.0,30,15,0.0
1036653,2023-04-26 09:54:00.607,626955,348.0,69.6,0,pequeño,4.0,556.138,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,1.7,0.0,0.0,0.0,0.0,0.0,5.2,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0,9.5,30,15,0.0
1036658,2023-05-04 09:23:00.400,629005,678.6,67.86,0,mediano,4.0,646.242,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,2.75,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.5,0,2.0,30,15,0.0
1036663,2023-05-04 12:35:01.047,629085,678.6,67.86,1,mediano,2.5,600.292,78.758,1,0.0,30,0.0,0.0,120,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,1.43,0.92,0.0,0.0,0.0,2.7,0,4.0,30,15,0.0
1036891,2023-05-10 14:40:00.623,629915,650.0,65.0,0,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1036897,2023-05-12 11:19:00.513,625085,904.8,90.48,0,mediano,4.0,525.738,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,0.0,0.0,0.0,0.0,19.8,0.6,0.0,4.7,1.0,0.0,0.0,0.0,6.7,0,1.0,30,15,0.0
1036898,2023-05-11 16:02:00.627,627005,1583.4,52.78,0,grande,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
1036899,2023-05-11 09:08:00.407,628005,1357.2,45.24,1,grande,4.0,621.038,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.1,4.7,0.0,0.0,0.0,4.8,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1036900,2023-05-16 09:19:00.977,621005,583.0,58.3,1,mediano,4.0,501.535,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,13.2,0.0,25,0,20,8,0.0,0,4.2,0.0,0.0,0.0,0.0,25.2,0.9,1.5,9.5,0.0,0.0,0.0,2.5,3.5,0,10.0,30,50,0.0
1036901,2023-05-15 18:33:00.290,623005,904.8,90.48,1,mediano,4.0,486.635,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.6,0.0,0.0,0.0,0.0,26.0,0.5,0.0,10.0,1.1,0.0,0.0,0.0,7.2,0,10.0,30,50,0.0
1036902,2023-05-15 17:02:00.500,625005,1583.4,52.78,1,grande,4.0,546.625,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,0.0,0.0,0.0,0.3,15.0,0.8,0.0,2.5,1.26,0.0,0.0,0.0,7.65,0,7.5,30,50,0.0
1037003,2023-05-23 13:05:00.670,628305,232.0,46.4,1,pequeño,4.0,618.338,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0,5.0,30,15,0.0
1037008,2023-05-22 14:15:00.437,629825,904.8,90.48,0,mediano,3.0,650.292,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1037009,2023-05-22 18:46:00.410,629985,678.6,67.86,0,mediano,2.5,635.342,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.2,0.2,0.0,0.2,0.15,0.15,0.0,0.0,0.0,0,1.0,30,30,0.0
1037013,2023-05-23 19:31:00.383,625595,232.0,46.4,0,pequeño,4.0,573.638,71.862,1,0.0,30,0.0,13.0,160,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.5,10.0,0.0,0.0,0.0,0,9.0,30,15,0.0
1037014,2023-05-23 16:22:00.823,627305,232.0,46.4,0,pequeño,4.0,605.838,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0,7.0,30,30,0.0
1037015,2023-05-23 13:36:00.600,621115,2726.0,90.87,0,grande,4.0,586.826,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,1.0,0.0,0.0,25,0,20,8,0.0,0,0.448,0.0,0.0,0.0,0.0,1.9,0.544,0.0,4.508,0.6,0.0,0.0,0.0,4.312,0,10.0,30,15,0.0
1037016,2023-05-24 09:00:00.597,621115,678.6,67.86,0,mediano,4.0,586.826,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,1.0,0.0,0.0,25,0,20,8,0.0,0,0.448,0.0,0.0,0.0,0.0,1.9,0.544,0.0,4.508,0.6,0.0,0.0,0.0,4.312,0,10.0,30,15,0.0
1037031,2023-05-24 18:36:00.717,620705,2726.0,90.87,1,grande,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1037032,2023-05-24 12:00:00.683,620075,1809.6,60.32,0,grande,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1037033,2023-05-29 10:09:00.657,620705,1357.2,45.24,1,grande,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1037034,2023-05-29 21:10:00.157,620205,452.4,45.24,0,mediano,4.0,590.6,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0,7.5,20,15,0.0
1037035,2023-05-30 09:47:00.667,628175,1583.4,52.78,0,grande,4.0,613.258,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.95,0.58,0.0,4.25,0.64,0.0,0.0,0.0,4.46,0,5.0,30,15,0.0
1037036,2023-05-29 17:48:00.623,620025,452.4,45.24,0,mediano,0.5,663.0,0.1,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,40,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.0,0.0,0.3,0,1.0,30,15,0.0
1037037,2023-05-29 12:16:00.803,620505,452.4,90.48,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1037038,2023-05-29 11:48:00.370,629995,904.8,90.48,0,mediano,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
1037039,2023-05-31 11:35:00.993,626555,232.0,46.4,0,pequeño,4.0,557.438,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,5.6,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1037040,2023-05-30 14:43:00.063,627175,1583.4,52.78,0,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1037041,2023-05-31 14:20:00.260,624505,232.0,46.4,1,pequeño,4.0,578.835,64.965,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,7.0,4.2,2.0,0.0,0.0,0,10.0,30,15,0.0
1037042,2023-05-30 11:55:00.093,627125,452.4,90.48,0,pequeño,4.0,603.627,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.711,0.0,0.0,0.0,3.73,0.64,0.0,4.89,0.0,0.106,0.0,0.0,2.934,0,7.5,30,30,0.0
1037043,2023-05-31 09:44:00.533,627445,452.4,45.24,0,mediano,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
1037050,2023-06-01 15:03:00.380,628815,904.8,90.48,0,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1037051,2023-06-01 18:53:00.960,628825,452.4,45.24,0,mediano,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
